Country,Player,Mins,Gls,Ast,PK,PKatt,Shots,SoT,CrdY,CrdR,GA,Saves,Total 90s,Gls_per_90,Ast_per_90,Shots_per_90,SoT_per_90,CrdY_per_90,CrdR_per_90,GA_per_90,Saves_per_90
Japan,Shinnosuke Hatanaka,110,0,0,0,0,0.0,0.0,0,0,0.0,0.0,1.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Shinnosuke Nakatani,208,0,0,0,0,0.0,0.0,0,0,0.0,0.0,2.311111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Sho Inagaki,28,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.3111111111111111,6.428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Sho Sasaki,241,1,0,0,0,0.0,0.0,1,0,0.0,0.0,2.6777777777777776,0.37344398340248963,0.0,0.0,0.0,0.37344398340248963,0.0,0.0,0.0
Japan,Shogo Taniguchi,2050,1,1,0,0,3.0,0.0,1,0,0.0,0.0,22.77777777777778,0.04390243902439024,0.04390243902439024,0.13170731707317074,0.0,0.04390243902439024,0.0,0.0,0.0
Japan,Shoya Nakajima,335,1,2,0,0,0.0,0.0,0,0,0.0,0.0,3.7222222222222223,0.26865671641791045,0.5373134328358209,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Shunsuke Mito,60,0,1,0,0,2.0,1.0,0,0,0.0,0.0,0.6666666666666666,0.0,1.5,3.0,1.5,0.0,0.0,0.0,0.0
Japan,Shuto Machino,251,1,2,0,0,6.0,2.0,0,0,0.0,0.0,2.7888888888888888,0.35856573705179284,0.7171314741035857,2.1513944223107573,0.7171314741035857,0.0,0.0,0.0,0.0
Japan,Shūichi Gonda,2235,0,0,0,0,0.0,0.0,0,0,11.0,15.0,24.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.4429530201342282,0.6040268456375839
Japan,Takefusa Kubo,1961,6,14,0,0,19.0,7.0,2,0,0.0,0.0,21.788888888888888,0.2753697093319735,0.6425293217746049,0.8720040795512494,0.32126466088730243,0.09178990311065784,0.0,0.0,0.0
Japan,Takehiro Tomiyasu,1955,0,1,0,0,1.0,0.0,1,0,0.0,0.0,21.72222222222222,0.0,0.04603580562659847,0.04603580562659847,0.0,0.04603580562659847,0.0,0.0,0.0
Japan,Takuma Asano,1179,6,2,0,0,10.0,3.0,1,0,0.0,0.0,13.1,0.4580152671755725,0.15267175572519084,0.7633587786259542,0.22900763358778625,0.07633587786259542,0.0,0.0,0.0
Japan,Takuma Nishimura,74,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.8222222222222222,1.2162162162162162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Takumi Minamino,2917,18,6,2,2,18.0,8.0,2,0,0.0,0.0,32.41111111111111,0.5553651011312992,0.18512170037709977,0.5553651011312992,0.24682893383613302,0.061707233459033256,0.0,0.0,0.0
Japan,Takumu Kawamura,63,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Tatsuhiro Sakamoto,135,0,1,0,0,0.0,0.0,0,0,0.0,0.0,1.5,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Tsuyoshi Watanabe,393,0,0,0,0,0.0,0.0,1,0,0.0,0.0,4.366666666666666,0.0,0.0,0.0,0.0,0.22900763358778628,0.0,0.0,0.0
