Country,Date,Player,Mins,Pos,Gls,Ast,PK,PKatt,Shots,SoT,CrdY,CrdR,GA,Saves,Save%,Pk SO scorer,GK PK SO saves
England,2021-10-09,Phil Foden,90,CM,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA
England,2021-10-09,James Ward-Prowse,90,CM,1,0,0,1,2,2,0,0,NA,NA,NA,NA,NA
England,2021-10-09,Jesse Lingard,72,CM,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
England,2021-10-09,Mason Mount,18,MF,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
England,2021-10-09,Ben Chilwell,90,LB,1,0,0,0,2,1,0,0,NA,NA,NA,NA,NA
England,2021-10-09,Conor Coady,90,CB,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA
England,2021-10-09,John Stones,59,CB,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA
England,2021-10-09,Fikayo Tomori,31,DF,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
England,2021-10-09,Kieran Trippier,90,RB,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
England,2021-10-09,Sam Johnstone,90,GK,0,1,0,0,0,0,0,0,0,0,,NA,0
