Country,Date,Player,Mins,Pos,Gls,Ast,PK,PKatt,Shots,SoT,CrdY,CrdR,GA,Saves,Save%,Pk SO scorer,GK PK SO saves
Argentina,2021-09-02,Paulo Dybala,11,"FW,MF",0,0,0,0,2,1,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-02,Rodrigo De Paul,75,CM,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-02,Exequiel Palacios,15,"DF,MF",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-02,Ángel Di María,62,RM,0,0,0,0,2,2,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-02,Ángel Correa,28,"FW,MF",1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-02,Marcos Acuña,90,LB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-02,Nicolás Otamendi,90,CB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-02,Germán Pezzella,90,CB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-02,Nahuel Molina,90,RB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-02,Emiliano Martínez,90,GK,0,0,0,0,0,0,0,0,1,2,100.0,NA,0
Argentina,2021-09-09,Lautaro Martínez,70,FW,0,0,0,0,5,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-09,Ángel Correa,20,"FW,MF",0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-09,Lionel Messi,90,FW,3,0,0,0,8,3,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-09,Papu Gómez,61,LM,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-09,Joaquín Correa,29,"FW,MF",0,0,0,0,3,1,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-09,Leandro Paredes,90,CM,0,1,0,0,3,2,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-09,Rodrigo De Paul,81,CM,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-09,Exequiel Palacios,9,"DF,MF",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-09,Ángel Di María,70,RM,0,0,0,0,2,1,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-09,Nicolás González,20,"FW,MF",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-09,Marcos Acuña,90,LB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-09,Nicolás Otamendi,81,CB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-09,Lucas Martínez Quarta,9,"DF,MF",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-09,Germán Pezzella,90,CB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-09,Nahuel Molina,90,RB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-09,Juan Musso,90,GK,0,0,0,0,0,0,0,0,0,3,100.0,NA,0
Argentina,2021-10-07,Joaquín Correa,75,FW,0,0,0,0,4,3,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-07,Julián Álvarez,15,"FW,MF",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-07,Giovani Lo Celso,75,AM,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-07,Nicolás González,15,"FW,MF",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-07,Lionel Messi,90,AM,0,0,0,0,3,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-07,Ángel Di María,66,AM,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-07,Guido Rodríguez,24,MF,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-07,Rodrigo De Paul,66,DM,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-07,Papu Gómez,24,"FW,MF",0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-07,Leandro Paredes,90,DM,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-07,Marcos Acuña,56,LB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-07,Nicolás Tagliafico,34,DF,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-07,Nicolás Otamendi,90,CB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-07,Cristian Romero,90,CB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-07,Nahuel Molina,90,RB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-07,Emiliano Martínez,90,GK,0,0,0,0,0,0,0,0,0,3,100.0,NA,0
Argentina,2021-10-14,Ángel Di María,72,FW,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-14,Nicolás González,18,"FW,MF",0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-14,Lautaro Martínez,84,FW,1,0,0,0,2,1,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-14,Joaquín Correa,6,"FW,MF",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-14,Lionel Messi,90,FW,0,0,0,0,2,1,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-14,Giovani Lo Celso,89,CM,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-14,Exequiel Palacios,1,"DF,MF",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-14,Leandro Paredes,72,CM,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-14,Guido Rodríguez,18,MF,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-14,Rodrigo De Paul,90,CM,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-14,Marcos Acuña,90,LB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-14,Nicolás Otamendi,90,CB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-14,Cristian Romero,90,CB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-14,Nahuel Molina,90,RB,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-10-14,Emiliano Martínez,90,GK,0,0,0,0,0,0,0,0,0,3,100.0,NA,0
Argentina,2022-01-27,Nicolás González,69,FW,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2022-01-27,Marcos Acuña,21,"DF,MF",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2022-01-27,Lautaro Martínez,77,FW,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA
Argentina,2022-01-27,Julián Álvarez,13,"FW,MF",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2022-01-27,Ángel Di María,84,FW,1,0,0,0,2,2,0,0,NA,NA,NA,NA,NA
Argentina,2022-01-27,Ángel Correa,6,"FW,MF",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2022-01-27,Papu Gómez,90,CM,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA
Argentina,2022-01-27,Leandro Paredes,90,CM,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA
Argentina,2022-01-27,Rodrigo De Paul,70,CM,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA
Argentina,2022-01-27,Giovani Lo Celso,20,"FW,MF",0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
Argentina,2022-01-27,Nicolás Tagliafico,90,LB,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA
Argentina,2022-01-27,Lisandro Martínez,90,CB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2022-01-27,Nicolás Otamendi,90,CB,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA
Argentina,2022-01-27,Nahuel Molina,90,RB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2022-01-27,Emiliano Martínez,90,GK,0,0,0,0,0,0,0,0,1,3,75.0,NA,0
Argentina,2022-03-25,Lionel Messi,90,FW,1,0,0,0,7,3,0,0,NA,NA,NA,NA,NA
Argentina,2022-03-25,Joaquín Correa,63,AM,0,0,0,0,2,1,0,0,NA,NA,NA,NA,NA
Argentina,2022-03-25,Ángel Correa,27,"FW,MF",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2022-03-25,Alexis Mac Allister,69,AM,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
Argentina,2022-03-25,Ángel Di María,21,"FW,MF",1,1,0,0,1,1,0,0,NA,NA,NA,NA,NA
Argentina,2022-03-25,Nicolás González,87,AM,1,0,0,0,2,1,0,0,NA,NA,NA,NA,NA
Argentina,2022-03-25,Lucas Boyé,3,FW,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2022-03-25,Leandro Paredes,87,DM,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
Argentina,2022-03-25,Guido Rodríguez,3,MF,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2022-03-25,Rodrigo De Paul,90,DM,0,2,0,0,1,0,0,0,NA,NA,NA,NA,NA
Argentina,2022-03-25,Nicolás Tagliafico,90,LB,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
Argentina,2022-03-25,Nicolás Otamendi,90,CB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2022-03-25,Germán Pezzella,90,CB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2022-03-25,Nahuel Molina,90,RB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
